,地址,区域,小区,租凭方式,租金,楼层,面积,户型,朝向,发布日期,具体日期,介绍,看房记录（最新成交日期）,看房记录（最新成交价格）,距离地铁站距离,入住,租期,看房,电梯,车位,用水,用电,燃气,电视,冰箱,洗衣机,空调,热水器,床,暖气,宽带,衣柜,天然气,经度,纬度,链接,信息采集时间
226,徐汇,华东理工,春华苑,整租,4600,低楼层/6层,52㎡,2室1厅1卫,朝南,11天前,2019-07-20,,2019-07-21,4700元/月,838m,2019-08-20,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.422328,31.145994,https://sh.lianjia.com/zufang/SH2304933470281416704.html,2019-07-31 19:52:25
227,徐汇,斜土路,江南新村(徐汇),整租,3800,高楼层/5层,28㎡,1室0厅1卫,朝南,2个月前,2019-05-31,,2019-07-25,4000元/月,40m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,有,121.462250,31.198120,https://sh.lianjia.com/zufang/SH2268540037216083968.html,2019-07-31 19:52:26
228,徐汇,上海南站,汇成五村,整租,4500,高楼层/6层,53㎡,2室0厅1卫,朝南,1个月前,2019-06-21,,2019-07-27,3800元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.429504,31.153842,https://sh.lianjia.com/zufang/SH2283728467999080448.html,2019-07-31 19:52:27
229,黄浦,淮海中路,五金新邨,整租,8500,高楼层/5层,53㎡,2室1厅1卫,朝南,5天前,2019-07-26,,2019-06-22,5800元/月,342m,2019-08-26,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.463994,31.216653,https://sh.lianjia.com/zufang/SH2309429346844016640.html,2019-07-31 19:52:28
230,青浦,朱家角,翠苑(公寓),整租,1500,中楼层/5层,92㎡,2室1厅1卫,朝南,6个月前,2019-01-17,"【房源亮点】 绿色植物多,空气清新适宜居住,南北通透,楼层好~~~~~~~
【出租原因】 房东住在市区,这边的房子是属于 不自住,希望出租给稳定的一家人类型,支持装修,有意向租住的人员请随时联系,谢谢您
【小区介绍】 安保严格,物业服务好,环境干净整洁,优美,小区内有地面停车,室内电动车充电,绿色植物多,空气清新宜居
",2019-06-07,2500元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.306293,31.236115,https://sh.lianjia.com/zufang/SH2171672378038558720.html,2019-07-31 19:52:29
231,奉贤,南桥,悦达新都荟,整租,1500,高楼层/21层,42㎡,1室1厅1卫,朝北,2天前,2019-07-29,,,,,随时入住,暂无数据,需提前预约,无,暂无数据,商水,商电,无,无,无,无,无,无,无,无,无,无,无,121.461189,30.915586,https://sh.lianjia.com/zufang/SH2311334889087311872.html,2019-07-31 19:52:30
232,普陀,甘泉宜川,宜川四村,整租,3000,低楼层/5层,20㎡,1室0厅1卫,朝西,26天前,2019-07-05,,2019-07-27,2800元/月,,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.443797,31.263820,https://sh.lianjia.com/zufang/SH2293296599923179520.html,2019-07-31 19:52:30
233,黄浦,人民广场,长新大楼,整租,8300,高楼层/21层,74㎡,2室1厅1卫,朝南,4天前,2019-07-27,,2019-06-10,6000元/月,98m,2019-08-10,暂无数据,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.469837,31.238686,https://sh.lianjia.com/zufang/SH2309888142439612416.html,2019-07-31 19:52:31
234,徐汇,华东理工,梅陇十一村,整租,3400,中楼层/6层,44㎡,1室1厅1卫,朝南,19天前,2019-07-12,,2019-07-04,5700元/月,,随时入住,暂无数据,一般下班后可看,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.427299,31.132686,https://sh.lianjia.com/zufang/SH2298484371339870208.html,2019-07-31 19:52:32
235,徐汇,华泾,华建一街坊,整租,3800,中楼层/6层,57㎡,2室1厅1卫,朝南,7天前,2019-07-24,,2019-06-30,3800元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.439974,31.120126,https://sh.lianjia.com/zufang/SH2307978754414624768.html,2019-07-31 19:52:33
236,黄浦,董家渡,东江阴街194号,整租,6000,高楼层/6层,52㎡,2室1厅1卫,朝南,9天前,2019-07-22,,2019-04-10,5500元/月,408m,2019-08-20,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.497168,31.213981,https://sh.lianjia.com/zufang/SH2306249163325063168.html,2019-07-31 19:52:34
237,黄浦,豫园,四川南路44弄,整租,6000,中楼层/6层,39㎡,1室1厅1卫,朝南,26天前,2019-07-05,,2019-04-14,4000元/月,376m,2019-08-19,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.492081,31.226855,https://sh.lianjia.com/zufang/SH2293948283111866368.html,2019-07-31 19:52:35
238,徐汇,上海南站,楼园小区,整租,3800,高楼层/6层,52㎡,1室1厅1卫,朝南,2个月前,2019-05-26,,2019-07-24,4100元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.431278,31.145298,https://sh.lianjia.com/zufang/SH2265167293552541696.html,2019-07-31 19:52:36
239,浦东,新场,工农新村(新场),整租,1100,高楼层/4层,43㎡,2室1厅1卫,朝南,2个月前,2019-05-08,"【房源亮点】 房子是中等装修 家具家电齐全 拎包入住 适合居家生活 居住安全舒适
【交通出行】 周 边1.5公里范围内：16号线新场站（大站车，6节车厢组），2沪芦高速，申江南路直达张江和金桥。新场政镇府，新场文化中 心，新场古镇（浦东唯一一个古镇。）
【周边配套】 此房所在位置比较繁华，出门小区距离门口200m就有公交站牌，可直达新场地铁站，近古镇，政府。有中优广场
",2018-09-29,2000元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.644868,31.021300,https://sh.lianjia.com/zufang/SH2252140882163662848.html,2019-07-31 19:52:37
240,徐汇,斜土路,中山新村,整租,4200,低楼层/5层,33㎡,1室1厅1卫,朝南,14天前,2019-07-16,,2019-07-13,5300元/月,431m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.455320,31.198513,https://sh.lianjia.com/zufang/SH2301889414852247552.html,2019-07-31 19:52:39
241,静安,南京西路,南阳小区,整租,6000,中楼层/25层,52㎡,1室1厅1卫,朝南,1个月前,2019-06-10,"【交通出行】 该小区距2/7号线静安寺站700米，2/12/13号线南京西路站990米（数据来源于百度地图）；公交206路（西康路南京西路），323路（铜仁路南京西路）等，交通出行方便。
【周边配套】 小区近南京西路、静安寺，嘉里，距医院近；还有西康公园；静安图书馆；建设银行、中国银行；晶品、东海广场、恒隆广场、梅龙镇广场，久光、芮欧百货等；生活便利。
【小区介绍】 小区位于南阳路铜仁路，共2栋，安静，居住舒适；近静安寺，嘉里，东海广场，小区门口商店很多，可以满足日常需求；上班族都可以考虑，欢迎咨询。
",2019-07-21,6500元/月,695m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.450983,31.227571,https://sh.lianjia.com/zufang/SH2275127652107436032.html,2019-07-31 19:52:40
242,普陀,长风,桂巷新村,整租,3300,高楼层/6层,29㎡,1室0厅1卫,朝南,5天前,2019-07-26,,2019-05-20,1500元/月,1070m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.399710,31.239214,https://sh.lianjia.com/zufang/SH2309178748303851520.html,2019-07-31 19:52:40
243,徐汇,万体馆,龙吴路13弄,整租,3800,中楼层/6层,44㎡,1室1厅1卫,朝南,2个月前,2019-05-10,,2019-07-01,5200元/月,392m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,无,有,有,121.443725,31.172693,https://sh.lianjia.com/zufang/SH2162278336213295104.html,2019-07-31 19:52:42
244,黄浦,蓬莱公园,中福花苑,整租,6500,高楼层/15层,42㎡,1室1厅1卫,朝北,10天前,2019-07-21,,2019-07-29,6800元/月,291m,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.498985,31.210358,https://sh.lianjia.com/zufang/SH2305662414135230464.html,2019-07-31 19:52:43
245,静安,曹家渡,高荣小区,整租,6500,中楼层/7层,34㎡,1室1厅1卫,朝南,27天前,2019-07-03,"【房源亮点】  全新装修诚意出租，精装修拎包入住 中楼层采光通风好 ，看房方便，随时可看
【交通出行】 共享单车多、地铁11号线 2号线江苏路 13号线 11号线. 公交车站多
【周边配套】 小区门口就是菜场 餐饮店 悦达889 长宁88 家乐福 芳汇广场 娱乐设施都有
",2019-07-28,2200元/月,739m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.432791,31.227391,https://sh.lianjia.com/zufang/SH2292798396542754816.html,2019-07-31 19:52:44
246,闵行,华漕,爱博七村,整租,1750,低楼层/13层,18㎡,1室0厅0卫,朝南,29天前,2019-07-01,,2019-07-15,4300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.304624,31.222102,https://sh.lianjia.com/zufang/SH2291336295294697472.html,2019-07-31 19:52:45
247,徐汇,康健,康乐小区(徐汇),整租,3800,高楼层/6层,38㎡,1室1厅1卫,朝南,2个月前,2019-05-25,"【户型介绍】 康乐小区是92年的小区，是老小区中房龄新的小区，小区环境优美，住宿在里面会很安全，适合上班族或者一家人，或者在工作的小情侣居住。
【交通出行】 出门右转即是家乐福超市 购物方便 直行100米 上海南站地铁站映入眼帘 左转徐汇桂林东街菜市场 买菜方便。
【出租原因】 业主多余房产 一直在用于出租 ，现租客到期 房东不希望房子空着浪费。
【周边配套】 1：地铁公交：小区邻近上海南站1.3号 线500米，公交线路多条出行方便 2：菜场 超市：家乐福商场，联华超市，麦德龙，东街菜场步行即可到达 3：医院：上海第八人民医院，康健街道医院，复旦附属儿科医院等 4：康健园，桂林公园，各大银行网点1.5公里内可到。
",2019-07-24,6000元/月,679m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.419417,31.166917,https://sh.lianjia.com/zufang/SH2264201002179624960.html,2019-07-31 19:52:46
248,黄浦,淮海中路,茂名南路136号,整租,7600,中楼层/5层,44㎡,2室0厅1卫,朝东南,19天前,2019-07-12,"【交通出行】 距10号线、12号线、1号线陕西南路站均为300米左右，出行方便。
【周边配套】 1.商场：巴黎春天、环贸商场、百盛购物均在500米内，日月光、新天地、久光百货均在2公里内（数据来源于百度地图）；
2.银行：浦发、中国、建设、工商银行均在300米内（数据来源于百度地图）；
3.医院：距徐汇区Center医院442米（数据来源于百度地图）。
【小区介绍】 香山智慧、复中菜市场均在500米内，旁边就是陕南村，生活氛围浓厚。
",2019-07-21,6800元/月,310m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.462004,31.214936,https://sh.lianjia.com/zufang/SH2298972212096942080.html,2019-07-31 19:52:47
249,黄浦,打浦桥,南园新村,整租,4700,高楼层/6层,41㎡,1室1厅1卫,朝东南,4个月前,2019-03-08,"【房源亮点】 四号线鲁班路地铁口小区，出门一百米菜场，三百米汇景生活广场，生活便利，配套齐。
【交通出行】 小区门口即4号线鲁班路3号口对过，北边即9号线打浦桥地铁站，南边即内环高架，东边即南北高架，出行及其方便
【周边配套】 小区隔壁即医院、菜场，东边即汇景生活广场，南边即南园公园、黄浦滨江，北边即日月光、田子坊
",2019-07-27,4600元/月,3m,随时入住,1年以内,需提前预约,无,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.474300,31.197759,https://sh.lianjia.com/zufang/SH2207829472785743872.html,2019-07-31 19:52:48
250,徐汇,华泾,名人花苑,整租,3800,中楼层/6层,47㎡,1室1厅1卫,朝西南,18天前,2019-07-13,,2019-04-09,3000元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.452151,31.114401,https://sh.lianjia.com/zufang/SH2273688930983616512.html,2019-07-31 19:52:49
251,浦东,惠南,锦绣汇丽苑,整租,1600,高楼层/6层,85㎡,2室2厅1卫,朝南 北,2个月前,2019-05-19,"【房源亮点】 楼盘位于小区安静位置，闹市中的世外桃源，隐隐于世，惬意的生活，是一种享受，才能显示您的尊贵！旁边生活配套齐全，小区环境优美，居住安静舒适，让你居住在这享受品质生活
【户型介绍】 此房是两室一厅，精装修，干净整洁，家具家电都有，拎包入住，楼层位置好！
【交通出行】 距离惠南地铁站3.3公里，可乘坐芦杜专线，车程大约15-20Min；小区南边宣黄公路，自驾出行方便！
",2019-07-17,1100元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.765660,31.035188,https://sh.lianjia.com/zufang/SH2259854213259730944.html,2019-07-31 19:52:50
252,黄浦,淮海中路,卜邻公寓,整租,7500,高楼层/6层,40㎡,1室0厅1卫,朝南,28天前,2019-07-03,"【房源亮点】 房主是同济教授，装修都是他们自己做的，空调家具都是德国的。1号线13号线淮海中路地铁口，1号线10号线12号线陕西南路地铁口。
【户型介绍】 房主是同济教授，装修都是他们自己做的，空调家具都是德国的。1号线13号线淮海中路地铁口，1号线10号线12号线陕西南路地铁口。
【装修描述】 房主是同济教授，装修都是他们自己做的，空调家具都是德国的。1号线13号线淮海中路地铁口，1号线10号线12号线陕西南路地铁口。
",2018-08-12,6000元/月,83m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,无,有,有,有,有,有,无,无,有,无,121.463748,31.219900,https://sh.lianjia.com/zufang/SH2292652620177227776.html,2019-07-31 19:52:51
253,浦东,惠南,民乐城丽园(北园),整租,1800,低楼层/6层,59㎡,1室1厅1卫,朝南,28天前,2019-07-03,"【房源亮点】 民乐城丽园 精装一房 家具家电齐全 采光好 拎包入住 出行便利，小区配套齐全 环境优美
【交通出行】 小区近惠南地铁站，有1070公交和惠南5路，6路，近听悦路大川公路。
【周边配套】 小区旁边有两个幼儿园，旁边有浦东医院，图书馆，南汇二中，欧尚超市。
",2019-07-17,1350元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.736905,31.064035,https://sh.lianjia.com/zufang/SH2274558572757262336.html,2019-07-31 19:52:52
254,徐汇,上海南站,光华园,整租,4400,高楼层/6层,41㎡,1室1厅1卫,朝南,14天前,2019-07-17,,2019-07-10,5000元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.432783,31.140401,https://sh.lianjia.com/zufang/SH2301949827988602880.html,2019-07-31 19:52:53
255,黄浦,蓬莱公园,西凌新邨,整租,5600,高楼层/7层,37㎡,1室1厅1卫,朝南,13天前,2019-07-18,,2019-07-30,4900元/月,252m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,有,无,有,有,有,有,有,有,无,有,有,121.485482,31.204889,https://sh.lianjia.com/zufang/SH2294214737170808832.html,2019-07-31 19:52:54
256,黄浦,董家渡,薛家浜路242弄,整租,6800,高楼层/6层,54㎡,2室1厅1卫,朝东南,21天前,2019-07-10,"【交通出行】 小区地铁9号线，9号线小南门站，小区到9号线2号口500米。9号线东到曹路，西到松江南站，2站到陆家嘴，5站徐家汇。小区一期近陆家浜路，可以接上南浦大桥。9号线贯穿浦东、黄浦、徐汇、闵行、松江。到哪里都方便。陆家浜路多条公交线路，贯穿上海各个区域
【出租原因】 地理位置便利，适合一家三口带小孩上学，小夫妻居住，业主刚精装修两房
【周边配套】 小区位于董家渡板块，小区北面是百年豫园。 南面是黄浦滨江，西面打浦桥，日月光，新天地。 东面黄浦江，滨江跑道。 旁边盒马生鲜，迪亚天天，京东超市。
",2019-06-25,4800元/月,402m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.501674,31.210902,https://sh.lianjia.com/zufang/SH2297777416593997824.html,2019-07-31 19:52:55
257,徐汇,龙华,宛南四村,整租,4500,高楼层/5层,39㎡,1室1厅1卫,朝南,25天前,2019-07-06,"【房源亮点】 此房为标准一室一厅，房屋舒适，采光好前无遮挡，客厅与厨房相连，通风性好
【交通出行】 小区出门步行可达7/12号地铁站，公交7路、104路、10路、111路、119路、144路、120路、16路、201路
【周边配套】 双峰菜市场、龙山菜市场、汇丰大药房、工商银行、中国银行、建设银行 娱乐配套：正大乐城、绿地缤纷城、星游城、万体馆、滨江跑到公园 医疗配套：龙华医院、肿瘤医院
",2019-07-13,5800元/月,776m,随时入住,1年以内,一般下班后可看,无,暂无数据,民水,民电,无,有,有,有,有,无,有,无,无,有,有,121.449871,31.181840,https://sh.lianjia.com/zufang/SH2294068082970738688.html,2019-07-31 19:52:55
258,普陀,中远两湾城,中远两湾城,整租,1300,地下室/9层,30㎡,1室0厅0卫,朝东,14天前,2019-07-17,,2019-07-29,8500元/月,183m,2019-09-01,暂无数据,需提前预约,无,暂无数据,商水,商电,无,无,无,无,无,无,无,无,无,无,无,121.442582,31.254137,https://sh.lianjia.com/zufang/SH2302710937448628224.html,2019-07-31 19:52:56
259,黄浦,黄浦滨江,悦来小区,整租,6200,低楼层/16层,56㎡,1室1厅1卫,朝南,1个月前,2019-06-25,,2019-06-17,6600元/月,604m,2019-08-04,2年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,有,有,有,有,121.499411,31.220309,https://sh.lianjia.com/zufang/SH2286717480922005504.html,2019-07-31 19:52:57
260,静安,南京西路,联华公寓,整租,3800,低楼层/4层,19㎡,1室0厅1卫,朝东,14天前,2019-07-17,"【房源亮点】 位于小区安静位置，房屋干净整洁清爽，1室0厅，全新的品牌家具家电，居住舒适。
【交通出行】  该小区距2/7号线静安寺站590米，2/12/13号线南京西路站1.1公里（数据来源于百度地图）；公交206路（西康路南京西路），323路（铜仁路南京西路）等，交通出行方便。
【周边配套】  小区近南京西路、静安寺，嘉里，距医院近；还有西康公园；静安图书馆；建设银行、中国银行；晶品、东海广场、恒隆广场、梅龙镇广场，久光、芮欧百货等；生活便利。
【小区介绍】  小区位于南阳路铜仁路，安静，居住舒适；近静安寺，嘉里，东海广场，小区门口商店很多，可以满足日常需求；上班族都可以考虑，欢迎咨询。
",2019-04-21,8500元/月,216m,随时入住,1年以内,需提前预约,无,暂无数据,暂无数据,暂无数据,暂无数据,无,有,无,有,无,有,无,无,有,无,121.449824,31.227766,https://sh.lianjia.com/zufang/SH2302079190775898112.html,2019-07-31 19:52:58
261,黄浦,老西门,桃源新村,整租,6500,中楼层/7层,42㎡,1室1厅1卫,朝南,15天前,2019-07-15,,2019-07-30,7600元/月,288m,随时入住,2年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.481816,31.225243,https://sh.lianjia.com/zufang/SH2301380118192865280.html,2019-07-31 19:52:59
262,浦东,新场,石笋一村,整租,2000,高楼层/6层,69㎡,2室1厅1卫,朝南,6天前,2019-07-25,,2019-06-29,2100元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.643090,31.022908,https://sh.lianjia.com/zufang/SH2308710507345362944.html,2019-07-31 19:53:00
263,青浦,香花桥,都汇华庭,整租,1500,高楼层/11层,36㎡,1室1厅1卫,朝北,8个月前,2018-11-23,,2019-07-29,1800元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.124585,31.176129,https://sh.lianjia.com/zufang/SH2131692314924957696.html,2019-07-31 19:53:01
264,浦东,惠南,禹洲商业广场,整租,1900,高楼层/17层,56㎡,1室1厅1卫,朝南,9个月前,2018-11-03,"【房源亮点】 户型方正，南北通，交通便利，居家方便，繁华地段，装修精致，家具家电都有
【户型介绍】 此房是精装修，平层，适合住，布局舒展，采光好，有电梯，居家温馨舒适
【装修描述】 精装修的，家具家电都有，装修的很精致，东西保养到位，实木地板，窗明几净
【交通出行】 楼下就有公交站，前面是沪南公路、听潮路，出行便利，门前公交可直达惠南地铁站
",2019-03-07,2300元/月,,随时入住,1年以内,需提前预约,无,暂无数据,商水,商电,无,有,有,有,有,有,有,有,无,有,无,121.738639,31.039400,https://sh.lianjia.com/zufang/SH2117281461311635456.html,2019-07-31 19:53:02
265,普陀,曹杨,曹杨二村,整租,3000,高楼层/5层,31㎡,1室0厅1卫,朝南,11天前,2019-07-20,,2019-07-26,1600元/月,242m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.427780,31.237668,https://sh.lianjia.com/zufang/SH2304830206398955520.html,2019-07-31 19:53:03
266,黄浦,淮海中路,金鹿大楼,整租,7300,低楼层/29层,45㎡,1室1厅1卫,朝东南,29天前,2019-07-01,"【房源亮点】 精装修一室户，朝南户型，百年巨鹿路，金鹿独栋大楼，黄陂南路，陕西南路地铁站，房东诚意出租
【户型介绍】 此房朝南户型，采光好，户型方正，家具齐，适合单身，小情侣居住，看房方便。
【交通出行】 地铁交通便利，停车方便，环境优美，居住体验好，楼下有多条公交线，黄陂南路1号线，淮海中路13号线。步行1200米可到人民广场，淮海中路。
【周边配套】 业主诚意出租，看房方便，套内厨房卫生间，生活方便，生活设施完善
",2019-06-23,8000元/月,442m,随时入住,1年以内,一般下班后可看,有,暂无数据,民水,民电,无,有,有,有,有,有,有,有,有,有,有,121.469001,31.223461,https://sh.lianjia.com/zufang/SH2284052953130344448.html,2019-07-31 19:53:04
267,黄浦,世博滨江,卢湾城市花园,整租,8500,低楼层/26层,58㎡,1室1厅1卫,朝南,17天前,2019-07-14,"【房源亮点】 房子为电梯房，一室一厅，一厨一卫，家电齐全、干净整洁、小区绿化面积高，适合居家。
【交通出行】 小区距四号线鲁班路站五百米，距十三号世博会博物馆站四百米，各路公交也可到达上海各地
【小区介绍】 小区地处滨江，环境优雅恬静；安保设施齐全，出门即为南园公园，可锻炼身体，近农工商超市，生活方便。
",2019-07-13,12000元/月,579m,随时入住,1年以内,需提前预约,有,暂无数据,民水,民电,有,有,有,有,有,有,有,无,无,有,有,121.477077,31.193851,https://sh.lianjia.com/zufang/SH2299965339532279808.html,2019-07-31 19:53:05
268,浦东,惠南,民乐城惠益绿苑,整租,2000,中楼层/14层,58㎡,1室1厅1卫,朝南,12天前,2019-07-19,,2019-06-23,1000元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.740018,31.064904,https://sh.lianjia.com/zufang/SH2304116750205599744.html,2019-07-31 19:53:06
269,黄浦,新天地,合肥路161号,整租,6800,低楼层/6层,40㎡,1室1厅1卫,朝南,5个月前,2019-02-28,"【房源亮点】 毗.邻新天地+北新天地时尚.南凯德龙之梦+地铁9.10.13
【交通出行】 距离新天地地铁站10.13号线直线距离300米不到，距离马当路地铁站9.13号线500米不到，公交更是数不胜数...
【周边配套】 出则繁华，入则宁静；地铁10号13号线新天地站，9号线马当路；出门200米就是菜市场&amp;5 STAR酒店，配套设施成熟
",2017-05-22,4800元/月,289m,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.477540,31.215216,https://sh.lianjia.com/zufang/SH2202082941692559360.html,2019-07-31 19:53:07
270,黄浦,黄浦滨江,悦来小区,整租,6300,高楼层/6层,43㎡,2室0厅1卫,朝南,23天前,2019-07-07,"【装修描述】 居家装修，精装修，可以做两房，屋里屋况很好，业主希望一些素质高一点的居家客户。。
【交通出行】 步行5 到10min 就可以到小南门地铁站9号线，交通十分便利。。。
【出租原因】 业主原来自住，家电齐全，业主人很好沟通，可以长签至少3年。。
",2019-06-17,6600元/月,604m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,有,有,有,121.499411,31.220309,https://sh.lianjia.com/zufang/SH2295719168945176576.html,2019-07-31 19:53:08
271,黄浦,蓬莱公园,南车站路192弄,整租,6500,高楼层/6层,52㎡,2室0厅1卫,朝南 北,1个月前,2019-06-23,"【房源亮点】 一梯两户得房率高 小区位置交通便利 房子在小区中间靠后安静不靠马路 可以长租3年

【户型介绍】 
一房朝南有房朝北 主卧较大次卧偏小 独立卫生间套内厨房 一梯两户


【装修描述】 房东一直自住 装修好几年了 墙皮有些掉落房东在考虑要不要重新装修

【交通出行】 
距离8、9号线陆家浜路536米 4号线南浦大桥836米 4.8号线西藏南路838米（位置有高德地图提供） 66路南车站路陆家浜路159米 29路国货路171米 18路23路318路 43路 218路 303路等

【出租原因】 房子一直是房东自住的，因宝宝出生不够住搬回老家（上海郊区） 长签3年没问题 再长需要协商

【周边配套】 
距离蓬莱公园398米 华联超市491米 新邻生活广场443米 全家便利店298,米
",2018-03-29,5500元/月,578m,随时入住,3年以内,需提前预约,无,暂无数据,民水,民电,无,有,有,有,有,有,有,无,无,有,有,121.491424,31.206207,https://sh.lianjia.com/zufang/SH2283940445278961664.html,2019-07-31 19:53:09
272,奉贤,海湾,绿地香颂(奉贤)(公寓),整租,1500,低楼层/8层,65㎡,1室1厅1卫,朝南,1个月前,2019-06-03,,2019-07-28,1666元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.567409,30.857286,https://sh.lianjia.com/zufang/SH2270188810845290496.html,2019-07-31 19:53:10
273,奉贤,海湾,绿地香颂(奉贤)(公寓),整租,1500,中楼层/8层,48㎡,1室1厅1卫,朝南,2天前,2019-07-29,,2019-07-28,1666元/月,,随时入住,暂无数据,需提前预约,有,暂无数据,民水,民电,有,无,无,无,无,无,无,无,无,无,无,121.567409,30.857286,https://sh.lianjia.com/zufang/SH2311511292512305152.html,2019-07-31 19:53:11
274,浦东,临港新城,绿地东岸涟城,整租,1800,高楼层/5层,74㎡,1室2厅1卫,朝南 北,14天前,2019-07-17,,2018-11-08,1300元/月,,随时入住,暂无数据,需提前预约,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.918137,30.884306,https://sh.lianjia.com/zufang/SH2302899341557776384.html,2019-07-31 19:53:12
275,浦东,书院镇,祥实金港世纪,整租,1000,中楼层/15层,67㎡,1室1厅1卫,朝南,10天前,2019-07-21,,,,,随时入住,1年以内,需提前预约,无,暂无数据,商水,商电,无,有,无,无,有,有,有,无,无,有,无,121.871110,30.982397,https://sh.lianjia.com/zufang/SH2305542455203995648.html,2019-07-31 19:53:13
276,奉贤,海湾,绿地香溢,整租,1000,高楼层/21层,54㎡,1室1厅1卫,朝向暂无,1年前,2018-01-31,"【交通出行】 公交线路有：海湾3线、海湾3线区间、海航专线、奉贤24路、、、等
【周边配套】 2公里以内有银行、酒店、饭店、超市商场、菜市场、药店等。3公里处有湿地公园。
【小区介绍】 小区有40年和70年产权房两种。总栋数：220栋。物业公司：上海景瑞物业管理有限公司。地下停车库。
",2019-06-12,1300元/月,443m,暂无数据,暂无数据,暂无数据,无,暂无数据,民水,民电,无,无,无,无,无,无,无,无,无,无,无,121.571700,30.855002,https://sh.lianjia.com/zufang/SH1917406127168167936.html,2019-07-31 19:53:14
